#timestamp,hostname,scsi_id,disk,operation,block,sectors,sector_size
0.0,ssgtest1a,init,sdc,r,26344584,256,512
0.067498922348,ssgtest1a,init,sdc,r,29637336,256,512
0.121279001236,ssgtest1a,init,sdc,r,26026976,256,512
0.205738067627,ssgtest1a,init,sdc,r,26383800,24,512
0.250576972961,ssgtest1a,init,sdc,r,26027232,128,512
0.278483867645,ssgtest1a,init,sdc,r,26027360,128,512
0.314627885818,ssgtest1a,init,sdc,r,26027488,128,512
0.369602918625,ssgtest1a,init,sdc,r,26027616,128,512
0.407638072968,ssgtest1a,init,sdc,r,26027744,128,512
0.433183908463,ssgtest1a,init,sdc,r,26027872,128,512
0.454957008362,ssgtest1a,init,sdc,r,26028000,128,512
0.479238986969,ssgtest1a,init,sdc,r,26028128,128,512
0.510176897049,ssgtest1a,init,sdc,r,26028256,128,512
0.534786939621,ssgtest1a,init,sdc,r,26028384,128,512
0.56033706665,ssgtest1a,init,sdc,r,26028512,128,512
0.582936048508,ssgtest1a,init,sdc,r,26028640,128,512
0.635088920593,ssgtest1a,init,sdc,r,26028768,128,512
0.660307884216,ssgtest1a,init,sdc,r,26028896,128,512
0.684776067734,ssgtest1a,init,sdc,r,26029024,128,512
0.708589076996,ssgtest1a,init,sdc,r,26029152,128,512
0.73322892189,ssgtest1a,init,sdc,r,26029280,128,512
0.755662918091,ssgtest1a,init,sdc,r,26029408,128,512
0.780308961868,ssgtest1a,init,sdc,r,26029536,128,512
0.795914888382,ssgtest1a,init,sdc,r,26029664,128,512
0.839724063873,ssgtest1a,init,sdc,r,26344840,128,512
0.863667011261,ssgtest1a,init,sdc,r,26029792,128,512
0.891216039658,ssgtest1a,init,sdc,r,26029920,128,512
0.915793895721,ssgtest1a,init,sdc,r,26030048,128,512
0.941511869431,ssgtest1a,init,sdc,r,26030176,128,512
0.966063976288,ssgtest1a,init,sdc,r,26030304,128,512
0.991963863373,ssgtest1a,init,sdc,r,26030432,128,512
1.01716303825,ssgtest1a,init,sdc,r,26030560,128,512
1.04154801369,ssgtest1a,init,sdc,r,26030688,128,512
1.06972694397,ssgtest1a,init,sdc,r,26030816,128,512
1.09482002258,ssgtest1a,init,sdc,r,26030944,128,512
1.15541887283,ssgtest1a,init,sdc,r,26344968,128,512
1.17963790894,ssgtest1a,init,sdc,r,26031072,128,512
1.20490908623,ssgtest1a,init,sdc,r,26031200,128,512
1.22945690155,ssgtest1a,init,sdc,r,26031328,128,512
1.25393390656,ssgtest1a,init,sdc,r,26031456,128,512
1.3069498539,ssgtest1a,init,sdc,r,26031584,128,512
1.33130598068,ssgtest1a,init,sdc,r,26031712,128,512
1.38985085487,ssgtest1a,init,sdc,r,26031840,128,512
1.41442298889,ssgtest1a,init,sdc,r,26031968,128,512
1.43879985809,ssgtest1a,init,sdc,r,26032096,128,512
1.46321797371,ssgtest1a,init,sdc,r,26032224,128,512
1.49197387695,ssgtest1a,init,sdc,r,26345096,128,512
1.54443788528,ssgtest1a,init,sdc,r,26032352,128,512
1.57360696793,ssgtest1a,init,sdc,r,26032480,128,512
1.59831786156,ssgtest1a,init,sdc,r,26032608,128,512
1.62328791618,ssgtest1a,init,sdc,r,26032736,128,512
1.64911985397,ssgtest1a,init,sdc,r,26032864,128,512
1.67484307289,ssgtest1a,init,sdc,r,26032992,128,512
1.69930195808,ssgtest1a,init,sdc,r,26033120,128,512
1.72603988647,ssgtest1a,init,sdc,r,26033248,128,512
1.75074005127,ssgtest1a,init,sdc,r,26033376,128,512
1.77533888817,ssgtest1a,init,sdc,r,26033504,128,512
1.80004906654,ssgtest1a,init,sdc,r,26033632,128,512
1.83251786232,ssgtest1a,init,sdc,r,26345224,128,512
1.85843205452,ssgtest1a,init,sdc,r,26033760,128,512
1.88301706314,ssgtest1a,init,sdc,r,26033888,128,512
1.93617105484,ssgtest1a,init,sdc,r,26034016,128,512
1.96112298965,ssgtest1a,init,sdc,r,26034144,128,512
1.98544692993,ssgtest1a,init,sdc,r,26034272,128,512
2.0083220005,ssgtest1a,init,sdc,r,26034400,128,512
2.03272891045,ssgtest1a,init,sdc,r,26034528,128,512
2.05708003044,ssgtest1a,init,sdc,r,26034656,128,512
2.08170104027,ssgtest1a,init,sdc,r,26034784,128,512
2.10725402832,ssgtest1a,init,sdc,r,26034912,128,512
2.13259792328,ssgtest1a,init,sdc,r,26035040,128,512
2.19876194,ssgtest1a,init,sdc,r,26345352,128,512
2.22536301613,ssgtest1a,init,sdc,r,26035168,128,512
2.25202393532,ssgtest1a,init,sdc,r,26035296,128,512
2.27504706383,ssgtest1a,init,sdc,r,26035424,128,512
2.29928302765,ssgtest1a,init,sdc,r,26035552,128,512
2.32448005676,ssgtest1a,init,sdc,r,26035680,128,512
2.34880900383,ssgtest1a,init,sdc,r,26035808,128,512
2.37456202507,ssgtest1a,init,sdc,r,26035936,128,512
2.40045499802,ssgtest1a,init,sdc,r,26036064,128,512
2.42499804497,ssgtest1a,init,sdc,r,26036192,128,512
2.43408107758,ssgtest1a,init,sdc,r,26036320,128,512
2.45832896233,ssgtest1a,init,sdc,r,26036448,128,512
2.4839630127,ssgtest1a,init,sdc,r,26036576,128,512
2.52153801918,ssgtest1a,init,sdc,r,26036704,128,512
2.5738799572,ssgtest1a,init,sdc,r,26345480,128,512
2.59867191315,ssgtest1a,init,sdc,r,26036832,128,512
2.62360191345,ssgtest1a,init,sdc,r,26036960,128,512
2.65054702759,ssgtest1a,init,sdc,r,26037088,128,512
2.7260389328,ssgtest1a,init,sdc,r,26037216,128,512
2.75340199471,ssgtest1a,init,sdc,r,26037344,128,512
2.80050587654,ssgtest1a,init,sdc,r,26037472,128,512
2.84886002541,ssgtest1a,init,sdc,r,26037600,128,512
2.89335107803,ssgtest1a,init,sdc,r,26037728,128,512
2.96538805962,ssgtest1a,init,sdc,r,26037856,128,512
3.01061606407,ssgtest1a,init,sdc,r,26037984,128,512
3.05492401123,ssgtest1a,init,sdc,r,26038112,128,512
3.1014509201,ssgtest1a,init,sdc,r,26038240,128,512
3.14560008049,ssgtest1a,init,sdc,r,26345608,128,512
3.21809887886,ssgtest1a,init,sdc,r,26038368,128,512
3.26252007484,ssgtest1a,init,sdc,r,26038496,128,512
3.30794692039,ssgtest1a,init,sdc,r,26038624,128,512
